"time","dead","scenario"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
5,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
6,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
7,1,"Natural Course"
